card,cash,chair,credit,debit,desk,email,facebook,freeship,gift,google,instagram,laptop,monitor,online,phone,printer,referral,save10,tablet,unknown,winter15
0.276144664610006,0.0,0.0,0.0,0.48068993587622255,0.0,0.0,0.0,0.0,0.0,0.0,0.4680904946671087,0.0,0.5301134293727732,0.0,0.0,0.0,0.0,0.4388078743091099,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47194628068223893,0.565185537941235,0.0,0.4954971240673518,0.4607761016950222,0.0,0.0,0.0
0.2835416338109675,0.0,0.0,0.4845133915647349,0.0,0.0,0.46764682607370556,0.0,0.4304926712486559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.529937186234964,0.0,0.0
0.2765973309016389,0.0,0.5270474357510537,0.0,0.4814779001521417,0.0,0.0,0.46979761940316844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43952718399949753,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4883951005170745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4819594745688159,0.0,0.5547664586097595,0.0,0.47055230003247633,0.0,0.0,0.0
0.27610556620972604,0.0,0.0,0.47180670618327125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4680242192981691,0.0,0.0,0.0,0.5381632184856598,0.0,0.0,0.43874574496853413,0.0,0.0,0.0
0.28001820439243025,0.0,0.0,0.0,0.0,0.0,0.0,0.47560793657801015,0.0,0.46997281799687485,0.0,0.0,0.5258519403970139,0.0,0.0,0.0,0.0,0.0,0.4449631254358259,0.0,0.0,0.0
0.0,0.4915737944050197,0.0,0.0,0.0,0.0,0.0,0.4964885047809496,0.4438081730166728,0.0,0.0,0.0,0.0,0.561149422915351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.28125711754853927,0.0,0.0,0.0,0.0,0.0,0.46387896043479004,0.0,0.0,0.47205216676097866,0.0,0.0,0.0,0.0,0.0,0.5482042165240115,0.0,0.0,0.0,0.0,0.4270241594286973,0.0
0.27739815204523327,0.0,0.0,0.4740154652238137,0.0,0.5351996801410953,0.0,0.0,0.0,0.0,0.4664938423017232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.440799729403258,0.0,0.0,0.0
0.2808224410030394,0.0,0.0,0.4798668593712792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4760197540241544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5248550352785212,0.0,0.4345099994566353
0.0,0.0,0.0,0.0,0.0,0.0,0.48468104401838835,0.0,0.0,0.0,0.0,0.0,0.0,0.5641401774334384,0.4782943585250011,0.0,0.0,0.0,0.4669739311543753,0.0,0.0,0.0
0.28131024398114124,0.0,0.0,0.4807004127093159,0.0,0.0,0.0,0.47780245205280675,0.42710481968157565,0.0,0.0,0.0,0.5282782880920418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.4965258161760845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4965258161760845,0.0,0.0,0.0,0.0,0.0,0.5531456899567511,0.0,0.0,0.0,0.44827901291898115,0.0
0.2800742386186872,0.0,0.0,0.0,0.4875302153396028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47858833787181937,0.0,0.523456650635784,0.42522823019096406,0.0
0.0,0.4881836737016724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4881836737016724,0.0,0.0,0.55727947643336,0.0,0.0,0.0,0.0,0.46129490199701767,0.0,0.0,0.0
0.0,0.4927717100321308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4927717100321308,0.0,0.0,0.5625168873133836,0.0,0.0,0.0,0.0,0.0,0.0,0.4448896886547059,0.0
0.2767728665439917,0.0,0.0,0.0,0.48178345817110874,0.0,0.0,0.0,0.42021585700216846,0.0,0.0,0.0,0.0,0.0,0.0,0.5394638677283201,0.0,0.4729469829877806,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5540188900211814,0.0,0.4801619432826697,0.0,0.0,0.5041227608346052,0.0,0.0,0.0,0.4564732409804586
0.27918587343219187,0.0,0.0,0.0,0.4859838222375155,0.0,0.46046284575697355,0.0,0.0,0.0,0.0,0.0,0.0,0.5359516216132227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4319777767048503
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5561752872449682,0.0,0.48203086851267984,0.0,0.0,0.5060849483005775,0.0,0.0,0.4496591117307536,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4984878165029286,0.0,0.0,0.0,0.482450292106327,0.0,0.5553314212704733,0.0,0.0,0.0,0.0,0.4586486945303326
0.2764221483537591,0.0,0.0,0.47234767890129037,0.0,0.5333166219460705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47234767890129037,0.439248810048077,0.0,0.0,0.0
0.27895422604549747,0.0,0.5315384246476405,0.0,0.48558058950581207,0.0,0.0,0.4738007806923907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4235277490376884,0.0
0.0,0.4992418903337477,0.0,0.0,0.0,0.0,0.4896320306980485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.554850810850451,0.45073116948918496,0.0
0.0,0.0,0.5604625574512327,0.0,0.0,0.0,0.0,0.4995830686093499,0.0,0.0,0.0,0.0,0.0,0.0,0.47872406741226875,0.0,0.0,0.0,0.0,0.0,0.0,0.45510630245508876
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49562327503766257,0.0,0.0,0.0,0.0,0.0,0.5601715086908335,0.474929606382939,0.0,0.0,0.0,0.46368881706692433,0.0,0.0,0.0
0.0,0.49053193609503554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4944451269917471,0.5477749273856214,0.0,0.0,0.0,0.0,0.0,0.4635138239498884,0.0,0.0,0.0
0.27831731788967434,0.0,0.0,0.0,0.484471912135514,0.0,0.0,0.0,0.0,0.0,0.4680395815336698,0.0,0.522657810680305,0.0,0.0,0.0,0.0,0.0,0.4422603305374727,0.0,0.0,0.0
0.27869540099274803,0.0,0.0,0.4762321925481797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5221194270371009,0.4762321925481797,0.44286112375941045,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5677059806631352,0.0,0.0,0.44674542397319283,0.0,0.0,0.49877462797025013,0.0,0.0,0.4789074192069472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.49554827721117056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49950148568664915,0.0,0.0,0.0,0.0,0.5520566801860785,0.0,0.0,0.0,0.4473964602137537,0.0
0.0,0.0,0.5629139337837319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5007643976001657,0.0,0.0,0.480817932262026,0.0,0.0,0.0,0.0,0.0,0.4485276326644069,0.0
