Quantity,UnitPrice,ItemsInCart,TotalPrice
1.4599927111375337,1.0868224981398293,0.6641729724549916,2.195361845550165
-0.6722481651688036,-1.0404260837596455,-1.0894190340268348,-0.9167231957456673
1.4599927111375337,0.9856529970472739,1.1025709740754481,2.073704506067263
-1.3829951239375826,-0.4222469456895903,-0.2126230307859216,-0.9527323039516898
0.7492457523687547,1.367854527503752,1.1025709740754481,1.7694269316093232
-0.6722481651688036,-0.5609110612793359,-0.6510210324063782,-0.686074546707972
-1.3829951239375826,1.562735196358568,0.22577497083453502,-0.4753401181352813
1.4599927111375337,-1.0495587368171477,1.5409689756959049,-0.37365801082223954
-0.6722481651688036,-1.127034076921627,-1.5278170356472913,-0.9583819878213574
0.7492457523687547,0.7761093463390234,0.22577497083453502,1.2001633206207207
1.4599927111375337,1.3676515796580297,1.5409689756959049,2.533061631928232
0.03849879359997556,-1.5590085665414932,0.6641729724549916,-1.106201146346521
-0.6722481651688036,-0.8925278411895362,0.22577497083453502,-0.8455835478835488
0.03849879359997556,-0.7860309591467715,-0.6510210324063782,-0.5484931522576484
-0.6722481651688036,0.1873069089372679,-1.0894190340268348,-0.3261787021032853
-1.3829951239375826,0.5963990289519473,-1.0894190340268348,-0.70774590427283
-0.6722481651688036,0.9000597431139037,-1.0894190340268348,0.016658269823658242
-1.3829951239375826,0.3398729519589894,-1.0894190340268348,-0.7694409402232367
-1.3829951239375826,0.38066546894916714,-1.0894190340268348,-0.7596302580823887
1.4599927111375337,-0.6718220589665602,1.5409689756959049,0.0805741318308242
1.4599927111375337,-1.491173249108822,1.5409689756959049,-0.9047038898890316
0.7492457523687547,-0.06830590274993968,0.22577497083453502,0.38782907748573736
-0.6722481651688036,-1.5565731923928259,-1.5278170356472913,-1.164992025145781
0.7492457523687547,-0.4219425239210069,-0.2126230307859216,0.047627811208573775
-0.6722481651688036,-0.6365598707723147,-1.0894190340268348,-0.7224619274841019
-1.3829951239375826,0.2210469882885966,-1.0894190340268348,-0.7980188227777961
1.4599927111375337,-1.5061913896922705,0.22577497083453502,-0.9227633545264132
-1.3829951239375826,0.590209119657418,0.22577497083453502,-0.7092345898713168
0.7492457523687547,-0.9961834533921891,-0.2126230307859216,-0.5047965692397675
